name,language,category,provider,meaning
EXT,en,computer_science,wikipedia,EXTended file system
FAP,en,computer_science,wikipedia,FORTRAN Assembly Program
FAQ,en,computer_science,wikipedia,Frequently Asked Questions
FAST,en,computer_science,wikipedia,Flexible Authenication via Secure Tunneling
FAT,en,computer_science,wikipedia,File Allocation Table
FBDIMM,en,computer_science,wikipedia,Fully Buffered Dual Inline Memory Module
FCB,en,computer_science,wikipedia,File Control Block
FCC,en,computer_science,wikipedia,Federal Communications Commission
FCS,en,computer_science,wikipedia,Frame Check Sequence
FDC,en,computer_science,wikipedia,Floppy-Disk Controller
FDD,en,computer_science,wikipedia,Frequency-Division Duplexing
FDD,en,computer_science,wikipedia,Floppy Disk Drive
FDDI,en,computer_science,wikipedia,Fiber Distributed Data Interface
FDE,en,computer_science,wikipedia,Full disk encryption
FDM,en,computer_science,wikipedia,Frequency-Division Multiplexing
FDMA,en,computer_science,wikipedia,Frequency-Division Multiple Access
FDS,en,computer_science,wikipedia,Fedora Directory Server
FEC,en,computer_science,wikipedia,Forward Error Correction
FET,en,computer_science,wikipedia,Field Effect Transistor
FHS,en,computer_science,wikipedia,Filesystem Hierarchy Standard
FHSS,en,computer_science,wikipedia,Frequency-hopping spread spectrum
FICON,en,computer_science,wikipedia,FIber CONnectivity
FIFO,en,computer_science,wikipedia,First In First Out
FIM,en,computer_science,wikipedia,File integrity monitoring
FIPS,en,computer_science,wikipedia,Federal Information Processing Standards
FIRST,en,computer_science,wikipedia,Forum of Incident Response and Security Teams
FISMA,en,computer_science,wikipedia,Federal Information Security Management Act of 2002
FL,en,computer_science,wikipedia,Function Level
FLAC,en,computer_science,wikipedia,Free Lossless Audio Codec
FLOPS,en,computer_science,wikipedia,FLoating-Point Operations Per Second
FLOSS,en,computer_science,wikipedia,Free/Libre/Open-Source Software
FMC,en,computer_science,wikipedia,"Fixed Mobile Convergence ""Mobile UC or Unified Communications over Wireless"""
FOLDOC,en,computer_science,wikipedia,Free On-line Dictionary of Computing
FOSDEM,en,computer_science,wikipedia,Free and Open-source Software Developers' European Meeting
FOSI,en,computer_science,wikipedia,Formatted Output Specification Instance
FOSS,en,computer_science,wikipedia,Free and Open-Source Software
FP,en,computer_science,wikipedia,Function Programming
FP,en,computer_science,wikipedia,Functional Programming
FPGA,en,computer_science,wikipedia,Field-programmable gate array
FPS,en,computer_science,wikipedia,Floating Point Systems
FPU,en,computer_science,wikipedia,Floating-Point Unit
FQDN,en,computer_science,wikipedia,Fully Qualified Domain Name
FRU,en,computer_science,wikipedia,Field-Replaceable Unit
FS,en,computer_science,wikipedia,Forward secrecy
FS,en,computer_science,wikipedia,File System
FSB,en,computer_science,wikipedia,Front-Side Bus
FSF,en,computer_science,wikipedia,Free Software Foundation
FSM,en,computer_science,wikipedia,Finite State Machine
FTP,en,computer_science,wikipedia,File Transfer Protocol
FTPS,en,computer_science,wikipedia,FTP-SSL or FTP Secure
FTTC,en,computer_science,wikipedia,Fiber To The Curb
FTTH,en,computer_science,wikipedia,Fiber To The Home
FTTP,en,computer_science,wikipedia,Fiber To The Premises
FUD,en,computer_science,wikipedia,Fear Uncertainty Doubt
FWS,en,computer_science,wikipedia,Folding White Space
FYI,en,computer_science,wikipedia,For Your Information
GC,en,computer_science,wikipedia,Garbage collection
GCC,en,computer_science,wikipedia,GNU Compiler Collection
GCJ,en,computer_science,wikipedia,GNU Compiler for Java
GCM,en,computer_science,wikipedia,Galois/Counter Mode
GCP,en,computer_science,wikipedia,Google Cloud Platform
GCR,en,computer_science,wikipedia,Group Coded Recording
GDI,en,computer_science,wikipedia,Graphics Device Interface
GDPR,en,computer_science,wikipedia,General Data Protection Regulation
GEPOF,en,computer_science,wikipedia,Gigabit Ethernet Plastic Optical Fiber
GERAN,en,computer_science,wikipedia,GSM EDGE Radio Access Network
GFDL,en,computer_science,wikipedia,GNU Free Documentation License
GIF,en,computer_science,wikipedia,Graphics Interchange Format
GIGO,en,computer_science,wikipedia,"Garbage In, Garbage Out"
GIMP,en,computer_science,wikipedia,GNU Image Manipulation Program
GIMPS,en,computer_science,wikipedia,Great Internet Mersenne Prime Search
GIS,en,computer_science,wikipedia,Geographic Information System
GMAC,en,computer_science,wikipedia,Gigabit Ethernet Media Access Control
GML,en,computer_science,wikipedia,Geography Markup Language
GNOME,en,computer_science,wikipedia,GNU Network Object Model Environment
GNU,en,computer_science,wikipedia,GNU's Not Unix
GNUTLS,en,computer_science,wikipedia,GNU Transport Layer Security
GOMS,en,computer_science,wikipedia,"Goals, Operators, Methods, and Selection rules"
GPFS,en,computer_science,wikipedia,General Parallel File System
GPG,en,computer_science,wikipedia,GNU Privacy Guard
GPGPU,en,computer_science,wikipedia,General-Purpose Computing on Graphics Processing Units
GPIB,en,computer_science,wikipedia,General-Purpose Instrumentation Bus
GPL,en,computer_science,wikipedia,General Public License
GPL,en,computer_science,wikipedia,General-Purpose Language
GPO,en,computer_science,wikipedia,Group Policy Object
GPRS,en,computer_science,wikipedia,General Packet Radio Service
GPT,en,computer_science,wikipedia,GUID Partition Table
GPU,en,computer_science,wikipedia,Graphics Processing Unit
GRASP,en,computer_science,wikipedia,General Responsibility Assignment Software Patterns
GRE,en,computer_science,wikipedia,Generic routing encapsulation
GSM,en,computer_science,wikipedia,Global System for Mobile Communications
GTC,en,computer_science,wikipedia,Generic Token Card
GUI,en,computer_science,wikipedia,Graphical user interface
GUID,en,computer_science,wikipedia,Globally Unique IDentifier
GWT,en,computer_science,wikipedia,Google Web Toolkit
HA,en,computer_science,wikipedia,High availability
HAL,en,computer_science,wikipedia,Hardware Abstraction Layer
HASP,en,computer_science,wikipedia,Houston Automatic Spooling Priority
HBA,en,computer_science,wikipedia,Host Bus Adapter
HCI,en,computer_science,wikipedia,Human—Computer Interaction
HCL,en,computer_science,wikipedia,Hardware Compatibility List
HD,en,computer_science,wikipedia,High Density
HDD,en,computer_science,wikipedia,Hard Disk Drive
HDDVD,en,computer_science,wikipedia,High Definition DVD
HDL,en,computer_science,wikipedia,Hardware Description Language
HDLC,en,computer_science,wikipedia,High-level Data Link Control
HDMI,en,computer_science,wikipedia,High-Definition Multimedia Interface
HECI,en,computer_science,wikipedia,Host Embedded Controller Interface
HF,en,computer_science,wikipedia,High Frequency
HFS,en,computer_science,wikipedia,Hierarchical File System
HHD,en,computer_science,wikipedia,Hybrid Hard Drive
HID,en,computer_science,wikipedia,Human Interface Device
HIDS,en,computer_science,wikipedia,Host-based intrusion detection system
HIG,en,computer_science,wikipedia,Human Interface Guidelines
HIPS,en,computer_science,wikipedia,Host-based intrusion prevention system
HIRD,en,computer_science,wikipedia,Hurd of Interfaces Representing Depth
HLR,en,computer_science,wikipedia,Home location register
HLS,en,computer_science,wikipedia,HTTP Live Streaming
HMA,en,computer_science,wikipedia,High Memory Area
HMAC,en,computer_science,wikipedia,Hash-based message authentication code
HOTP,en,computer_science,wikipedia,HMAC-based one-time password
HP,en,computer_science,wikipedia,Hewlett-Packard
HPC,en,computer_science,wikipedia,High-Performance Computing
HPFS,en,computer_science,wikipedia,High Performance File System
HSDPA,en,computer_science,wikipedia,High-Speed Downlink Packet Access
HSM,en,computer_science,wikipedia,Hierarchical storage management
HSM,en,computer_science,wikipedia,Hardware security module
HT,en,computer_science,wikipedia,Hyper Threading
HTC,en,computer_science,wikipedia,High-Throughput Computing
HTM,en,computer_science,wikipedia,Hierarchical Temporal Memory
HTTPS,en,computer_science,wikipedia,HTTP Secure
HURD,en,computer_science,wikipedia,Hird of Unix-Replacing Daemons
HVD,en,computer_science,wikipedia,Holographic Versatile Disc
I/O,en,computer_science,wikipedia,Input/output
IAAS,en,computer_science,wikipedia,Infrastructure as a Service
IAB,en,computer_science,wikipedia,Internet Architecture Board
IAC,en,computer_science,wikipedia,Infrastructure as Code
IAM,en,computer_science,wikipedia,Identity and access management
IANA,en,computer_science,wikipedia,Internet Assigned Number Authority
IANA,en,computer_science,wikipedia,Internet Assigned Numbers Authority
IBCS,en,computer_science,wikipedia,Intel Binary Compatibility Standard
IBM,en,computer_science,wikipedia,International Business Machines
IBSS,en,computer_science,wikipedia,Independent basic service set
IC,en,computer_science,wikipedia,Integrated Circuit
ICAAS,en,computer_science,wikipedia,Integration Capability as a Service
ICANN,en,computer_science,wikipedia,Internet Corporation for Assigned Names and Numbers
ICE,en,computer_science,wikipedia,In-Circuit Emulator
ICE,en,computer_science,wikipedia,Intrusion Countermeasure Electronics
ICH,en,computer_science,wikipedia,I/O Controller Hub
ICL,en,computer_science,wikipedia,International Computers Limited
ICMP,en,computer_science,wikipedia,Internet Control Message Protocol
ICP,en,computer_science,wikipedia,Internet Cache Protocol
ICS,en,computer_science,wikipedia,Internet Connection Sharing
ICS,en,computer_science,wikipedia,Industrial control system
ICT,en,computer_science,wikipedia,Information and Communication Technology
IDE,en,computer_science,wikipedia,Integrated Development Environment
IDE,en,computer_science,wikipedia,Integrated Drive Electronics
IDEA,en,computer_science,wikipedia,International Data Encryption Algorithm
IDF,en,computer_science,wikipedia,Intermediate Data Format
IDF,en,computer_science,wikipedia,Intermediate Distribution Frame
IDL,en,computer_science,wikipedia,Interface Definition Language
IDL,en,computer_science,wikipedia,Interactive Data Language
IDN,en,computer_science,wikipedia,Internationalized domain name
IDPS,en,computer_science,wikipedia,Intrusion detection and prevention system
IDS,en,computer_science,wikipedia,Intrusion Detection System
IE,en,computer_science,wikipedia,Internet Explorer
IEC,en,computer_science,wikipedia,International Electrotechnical Commission
IED,en,computer_science,wikipedia,Intelligent electronic device
IEEE,en,computer_science,wikipedia,Institute for Electrical and Electronic Engineers
IEEE,en,computer_science,wikipedia,Institute of Electrical and Electronics Engineers
IEN,en,computer_science,wikipedia,Internet Experiment Note
IETF,en,computer_science,wikipedia,Internet Engineering Task Force
IFL,en,computer_science,wikipedia,Integrated Facility for Linux
IGMP,en,computer_science,wikipedia,Internet Group Management Protocol
IGRP,en,computer_science,wikipedia,Interior Gateway Routing Protocol
IHV,en,computer_science,wikipedia,Independent Hardware Vendor
IIOP,en,computer_science,wikipedia,Internet Inter-Orb Protocol
IIS,en,computer_science,wikipedia,Internet Information Services
IKE,en,computer_science,wikipedia,Internet Key Exchange
IL,en,computer_science,wikipedia,Intermediate Language
IM,en,computer_science,wikipedia,Instant Message or Instant Messaging
IMAP,en,computer_science,wikipedia,Internet Message Access Protocol
IME,en,computer_science,wikipedia,Input Method Editor
IOC,en,computer_science,wikipedia,Indicator of compromise
IOC,en,computer_science,wikipedia,Inversion of control
IOT,en,computer_science,wikipedia,Internet of Things
IP,en,computer_science,wikipedia,Intellectual Property
IP,en,computer_science,wikipedia,Internet Protocol
IPAM,en,computer_science,wikipedia,IP Address Management
IPC,en,computer_science,wikipedia,Inter-Process Communication
IPL,en,computer_science,wikipedia,Initial Program Load
IPMI,en,computer_science,wikipedia,Intelligent Platform Management Interface
IPO,en,computer_science,wikipedia,Inter Procedural Optimization
IPP,en,computer_science,wikipedia,Internet Printing Protocol
IPS,en,computer_science,wikipedia,Intrusion Prevention System
IPS,en,computer_science,wikipedia,In-Plane Switching
IPS,en,computer_science,wikipedia,Instructions Per Second
IPSJ,en,computer_science,wikipedia,Information Processing Society of Japan
IPV4,en,computer_science,wikipedia,Internet Protocol version 4
IPV6,en,computer_science,wikipedia,Internet Protocol version 6
IR,en,computer_science,wikipedia,Intermediate representation
IRC,en,computer_science,wikipedia,Internet Relay Chat
IRI,en,computer_science,wikipedia,Internationalized Resource Identifier
IRP,en,computer_science,wikipedia,I/O Request Packet
IRT,en,computer_science,wikipedia,Incident response team
IS,en,computer_science,wikipedia,Information Systems
ISA,en,computer_science,wikipedia,Industry Standard Architecture
ISA,en,computer_science,wikipedia,Instruction Set Architecture
ISAC,en,computer_science,wikipedia,Information Sharing and Analysis Center
ISAKMP,en,computer_science,wikipedia,Internet Security Association and Key Management Protocol
ISAM,en,computer_science,wikipedia,Indexed Sequential Access Method
ISAP,en,computer_science,wikipedia,Information Security Automation Program
ISATAP,en,computer_science,wikipedia,Intra-Site Automatic Tunnel Addressing Protocol
ISC,en,computer_science,wikipedia,Internet Storm Center
ISCSI,en,computer_science,wikipedia,Internet Small Computer System Interface
ISDN,en,computer_science,wikipedia,Integrated Services Digital Network
ISNS,en,computer_science,wikipedia,Internet Storage Name Service
ISOC,en,computer_science,wikipedia,Information security operations center
ISP,en,computer_science,wikipedia,Internet Service Provider
ISPF,en,computer_science,wikipedia,Interactive System Productivity Facility
ISR,en,computer_science,wikipedia,Interrupt Service Routine
ISRG,en,computer_science,wikipedia,Internet Security Research Group
ISSA,en,computer_science,wikipedia,Information Systems Security Association
ISV,en,computer_science,wikipedia,Independent Software Vendor
IT,en,computer_science,wikipedia,Information Technology
ITIL,en,computer_science,wikipedia,Information Technology Infrastructure Library
ITL,en,computer_science,wikipedia,Interval Temporal Logic
ITS,en,computer_science,wikipedia,Intelligent transportation system
ITU,en,computer_science,wikipedia,International Telecommunication Union
IV,en,computer_science,wikipedia,Initialization vector
J2EE,en,computer_science,wikipedia,Java 2 Enterprise Edition
J2ME,en,computer_science,wikipedia,Java 2 Micro Edition
J2SE,en,computer_science,wikipedia,Java 2 Standard Edition
JAAS,en,computer_science,wikipedia,Java Authentication and Authorization Service
JAXB,en,computer_science,wikipedia,Java Architecture for XML Binding
JAXP,en,computer_science,wikipedia,Java API for XML Processing
JBOD,en,computer_science,wikipedia,Just a Bunch of Disks
JCE,en,computer_science,wikipedia,Java Cryptography Extension
JCL,en,computer_science,wikipedia,Job Control Language
JCP,en,computer_science,wikipedia,Java Community Process
JDK,en,computer_science,wikipedia,Java Development Kit
JDS,en,computer_science,wikipedia,Java Desktop System
JEE,en,computer_science,wikipedia,Java Enterprise Edition
JES,en,computer_science,wikipedia,Job Entry Subsystem
JFC,en,computer_science,wikipedia,Java Foundation Classes
JFET,en,computer_science,wikipedia,Junction Field-Effect Transistor
JFS,en,computer_science,wikipedia,IBM Journaling File System
JINI,en,computer_science,wikipedia,Jini Is Not Initials
JIT,en,computer_science,wikipedia,Just-In-Time
JME,en,computer_science,wikipedia,Java Micro Edition
JMS,en,computer_science,wikipedia,Java Message Service
JNDI,en,computer_science,wikipedia,Java Naming and Directory Interface
JNI,en,computer_science,wikipedia,Java Native Interface
JNZ,en,computer_science,wikipedia,Jump non-zero
JPEG,en,computer_science,wikipedia,Joint Photographic Experts Group
JRE,en,computer_science,wikipedia,Java Runtime Environment
JSE,en,computer_science,wikipedia,Java Standard Edition
JSP,en,computer_science,wikipedia,Jackson Structured Programming
JTAG,en,computer_science,wikipedia,Joint Test Action Group
JVM,en,computer_science,wikipedia,Java Virtual Machine
JWE,en,computer_science,wikipedia,JSON Web Encryption
JWS,en,computer_science,wikipedia,JSON Web Signature
JWT,en,computer_science,wikipedia,JSON Web Token
KB,en,computer_science,wikipedia,Knowledge Base
KC,en,computer_science,wikipedia,Keyboard computer
KDC,en,computer_science,wikipedia,Key distribution center
KDE,en,computer_science,wikipedia,K Desktop Environment
KDF,en,computer_science,wikipedia,Key derivation function
KEK,en,computer_science,wikipedia,Key encryption key
KINK,en,computer_science,wikipedia,Kerberized Internet Negotiation of Keys
KML,en,computer_science,wikipedia,Keyhole Markup Language
KPK,en,computer_science,wikipedia,Key production key
KPOP,en,computer_science,wikipedia,Kerberized Post Office Protocol
KRL,en,computer_science,wikipedia,Knowledge Representation Language
KVM,en,computer_science,wikipedia,"Keyboard, Video, Mouse"
L2TP,en,computer_science,wikipedia,Layer 2 Tunneling Protocol
LACP,en,computer_science,wikipedia,Link Aggregation Control Protocol
LAMP,en,computer_science,wikipedia,Linux Apache MySQL PHP
LAMP,en,computer_science,wikipedia,Linux Apache MySQL Python
LAMP,en,computer_science,wikipedia,Linux Apache MySQL Perl
LAN,en,computer_science,wikipedia,Local Area Network
LAPB,en,computer_science,wikipedia,"Link Access Procedure, Balanced"
LB,en,computer_science,wikipedia,Load Balancer
LBA,en,computer_science,wikipedia,Logical Block Addressing
LBAC,en,computer_science,wikipedia,Lattice-based access control
LCD,en,computer_science,wikipedia,Liquid Crystal Display
LCDP,en,computer_science,wikipedia,Low-code development platform
LCOS,en,computer_science,wikipedia,Liquid Crystal On Silicon
LCR,en,computer_science,wikipedia,Least Cost Routing
LDAP,en,computer_science,wikipedia,Lightweight Directory Access Protocol
LE,en,computer_science,wikipedia,Logical Extents
LEAP,en,computer_science,wikipedia,Lightweight Extensible Authentication Protocol
LED,en,computer_science,wikipedia,Light-Emitting Diode
LF,en,computer_science,wikipedia,Low Frequency
LF,en,computer_science,wikipedia,Line Feed
LFS,en,computer_science,wikipedia,Linux From Scratch
LGA,en,computer_science,wikipedia,Land Grid Array
LGPL,en,computer_science,wikipedia,Lesser General Public License
LIB,en,computer_science,wikipedia,LIBrary
LIF,en,computer_science,wikipedia,Low Insertion Force
LIFO,en,computer_science,wikipedia,Last In First Out
LISP,en,computer_science,wikipedia,LISt Processing
LKML,en,computer_science,wikipedia,Linux Kernel Mailing List
LLC,en,computer_science,wikipedia,Logical link control
LM,en,computer_science,wikipedia,Lan Manager
LOC,en,computer_science,wikipedia,Lines of Code
LPC,en,computer_science,wikipedia,Lars Pensjö C
LPI,en,computer_science,wikipedia,Linux Professional Institute
LPT,en,computer_science,wikipedia,Line Print Terminal
LRU,en,computer_science,wikipedia,Least Recently Used
LSB,en,computer_science,wikipedia,Least Significant Bit
LSB,en,computer_science,wikipedia,Linux Standard Base
LSI,en,computer_science,wikipedia,Large-Scale Integration
LTE,en,computer_science,wikipedia,Long Term Evolution
LTL,en,computer_science,wikipedia,Linear Temporal Logic
LTR,en,computer_science,wikipedia,Left-to-Right
LUG,en,computer_science,wikipedia,Linux User Group
LUN,en,computer_science,wikipedia,Logical Unit Number
LV,en,computer_science,wikipedia,Logical Volume
LVD,en,computer_science,wikipedia,Low Voltage Differential
LVM,en,computer_science,wikipedia,Logical Volume Management
LZW,en,computer_science,wikipedia,Lempel-Ziv-Welch
MAAS,en,computer_science,wikipedia,Monitoring as a service
MAAS,en,computer_science,wikipedia,Mobility as a service
MAAWG,en,computer_science,wikipedia,Messaging Anti-Abuse Working Group
MAC,en,computer_science,wikipedia,Mandatory access control
MAC,en,computer_science,wikipedia,Message authentication code
MAC,en,computer_science,wikipedia,Media access control
MAC,en,computer_science,wikipedia,Medium access control
MAM,en,computer_science,wikipedia,Media access management
MAN,en,computer_science,wikipedia,Metropolitan Area Network
MAPI,en,computer_science,wikipedia,Messaging Application Programming Interface
MAPS,en,computer_science,wikipedia,Mail Abuse Prevention System
MAU,en,computer_science,wikipedia,Media access unit
MAU,en,computer_science,wikipedia,Medium Attachment Unit
MBCS,en,computer_science,wikipedia,Multi Byte Character Set
MBD,en,computer_science,wikipedia,Model-Based Design
MBR,en,computer_science,wikipedia,Master Boot Record
MBSS,en,computer_science,wikipedia,Mesh basic service set
MCA,en,computer_science,wikipedia,Microsoft Certified Architect
MCA,en,computer_science,wikipedia,Micro Channel Architecture
MCITP,en,computer_science,wikipedia,Microsoft Certified Information Technology Professional
MCM,en,computer_science,wikipedia,Microsoft Certified Master
MCP,en,computer_science,wikipedia,Microsoft Certified Professional
MCPD,en,computer_science,wikipedia,Microsoft Certified Professional Developer
MCTS,en,computer_science,wikipedia,Microsoft Certified Technology Specialist
MDA,en,computer_science,wikipedia,Model-Driven Architecture
MDA,en,computer_science,wikipedia,Monochrome Display Adapter
MDA,en,computer_science,wikipedia,Mail Delivery Agent
MDF,en,computer_science,wikipedia,Main Distribution Frame
MDI,en,computer_science,wikipedia,Multiple-Document Interface
MDM,en,computer_science,wikipedia,Master data management
MDM,en,computer_science,wikipedia,Mobile device management
ME,en,computer_science,wikipedia,Microsoft Edge
ME,en,computer_science,wikipedia,[Windows] Millennium Edition
MF,en,computer_science,wikipedia,Medium Frequency
MFA,en,computer_science,wikipedia,Multi-factor authentication
MFC,en,computer_science,wikipedia,Microsoft Foundation Classes
MFD,en,computer_science,wikipedia,Multi-function device
MFM,en,computer_science,wikipedia,Modified Frequency Modulation
MFP,en,computer_science,wikipedia,Multi-function printer
MFT,en,computer_science,wikipedia,Master File Table
MGCP,en,computer_science,wikipedia,Media Gateway Control Protocol
MIB,en,computer_science,wikipedia,Management Information Base
MIC,en,computer_science,wikipedia,Message integrity code
MICKEY,en,computer_science,wikipedia,Mutual Irregular Clocking KEYstream generator
MICR,en,computer_science,wikipedia,Magnetic Ink Character Recognition or Magnetic Ink Character Reader
MIDI,en,computer_science,wikipedia,Musical Instrument Digital Interface
MII,en,computer_science,wikipedia,Media-independent Interface
MIMD,en,computer_science,wikipedia,"Multiple Instruction, Multiple Data"
MIME,en,computer_science,wikipedia,Multipurpose Internet Mail Extensions
MIMO,en,computer_science,wikipedia,Multiple-Input Multiple-Output
MIPS,en,computer_science,wikipedia,Million Instructions Per Second
MIPS,en,computer_science,wikipedia,Microprocessor without Interlocked Pipeline Stages
MIS,en,computer_science,wikipedia,Management Information Systems
MISD,en,computer_science,wikipedia,"Multiple Instruction, Single Data"
MIT,en,computer_science,wikipedia,Massachusetts Institute of Technology
ML,en,computer_science,wikipedia,Machine Learning
MMC,en,computer_science,wikipedia,Microsoft Management Console
MMDS,en,computer_science,wikipedia,Multichannel Multipoint Distribution Service
MMDS,en,computer_science,wikipedia,Mortality Medical Data System
MMF,en,computer_science,wikipedia,Multi-Mode Fiber
MMI,en,computer_science,wikipedia,Man Machine Interface.
MMIO,en,computer_science,wikipedia,Memory-Mapped I/O
MMORPG,en,computer_science,wikipedia,Massively Multiplayer Online Role-Playing Game
MMS,en,computer_science,wikipedia,Multimedia Message Service
MMU,en,computer_science,wikipedia,Memory Management Unit
MNG,en,computer_science,wikipedia,Multiple-image Network Graphics
MOCA,en,computer_science,wikipedia,Multimedia over Coax Alliance
MOM,en,computer_science,wikipedia,Message-Oriented Middleware
MOO,en,computer_science,wikipedia,MUD Object Oriented
MOP,en,computer_science,wikipedia,Meta-Object Protocol
MOSFET,en,computer_science,wikipedia,Metal-Oxide Semiconductor Field Effect Transistor
MOTD,en,computer_science,wikipedia,Message Of The Day
MOU,en,computer_science,wikipedia,Memorandum of understanding
MOUS,en,computer_science,wikipedia,Microsoft Office User Specialist
MPAA,en,computer_science,wikipedia,Motion Picture Association of America
MPEG,en,computer_science,wikipedia,Motion Pictures Experts Group
MPL,en,computer_science,wikipedia,Mozilla Public License
MQTT,en,computer_science,wikipedia,Message Queues Telemetry Transport
MS,en,computer_science,wikipedia,Memory Stick
MSA,en,computer_science,wikipedia,Message submission agent
MSA,en,computer_science,wikipedia,Master service agreement
MSB,en,computer_science,wikipedia,Most Significant Bit
MSI,en,computer_science,wikipedia,Medium-Scale Integration
MSI,en,computer_science,wikipedia,Message Signaled Interrupt
MSP,en,computer_science,wikipedia,Managed service provider
MSS,en,computer_science,wikipedia,Managed security service
MSSP,en,computer_science,wikipedia,Managed security service provider
MT,en,computer_science,wikipedia,Machine Translation
MTA,en,computer_science,wikipedia,Microsoft Technology Associate
MTA,en,computer_science,wikipedia,Mail Transfer Agent
MTBF,en,computer_science,wikipedia,Mean time between failures
MTE,en,computer_science,wikipedia,MAC-then-Encrypt
MTS,en,computer_science,wikipedia,Michigan Terminal System
MTTF,en,computer_science,wikipedia,Mean time to failure
MTTR,en,computer_science,wikipedia,Mean time to repair
MTU,en,computer_science,wikipedia,Maximum Transmission Unit
MU,en,computer_science,wikipedia,Memory Unit
MUA,en,computer_science,wikipedia,Mail User Agent
MUD,en,computer_science,wikipedia,Multi-User Dungeon
MVC,en,computer_science,wikipedia,Model-View-Controller
MVP,en,computer_science,wikipedia,Most Valuable Professional
MVS,en,computer_science,wikipedia,Multiple Virtual Storage
MWC,en,computer_science,wikipedia,Mobile World Congress
MWN,en,computer_science,wikipedia,Municipal wireless network
NAC,en,computer_science,wikipedia,Network access control
NACK,en,computer_science,wikipedia,Negative ACKnowledgement
NAN,en,computer_science,wikipedia,Not a Number
NAP,en,computer_science,wikipedia,Network Access Protection
NAPT,en,computer_science,wikipedia,Network address and port translation
NAS,en,computer_science,wikipedia,Network-attached storage
NAS,en,computer_science,wikipedia,Network access server
NAT,en,computer_science,wikipedia,Network address translation
NBMA,en,computer_science,wikipedia,Non-Broadcast Multiple Access
NCDP,en,computer_science,wikipedia,No-code development platform
NCP,en,computer_science,wikipedia,NetWare Core Protocol
NCQ,en,computer_science,wikipedia,Native Command Queuing
NCR,en,computer_science,wikipedia,National Cash Register
NCSA,en,computer_science,wikipedia,National Center for Supercomputing Applications
NDIS,en,computer_science,wikipedia,Network Driver Interface Specification
NDP,en,computer_science,wikipedia,Neighbor Discovery Protocol
NDPS,en,computer_science,wikipedia,Novell Distributed Print Services
NDS,en,computer_science,wikipedia,Novell Der irectory Services
NEP,en,computer_science,wikipedia,Network Equipment Provider
NFA,en,computer_science,wikipedia,Nondeterministic Finite Automaton
NFC,en,computer_science,wikipedia,Near-field communication
NFS,en,computer_science,wikipedia,Network File System
NGSCB,en,computer_science,wikipedia,Next-Generation Secure Computing Base
NI,en,computer_science,wikipedia,National Instruments
NIC,en,computer_science,wikipedia,Network Interface Card
NIC,en,computer_science,wikipedia,Network Interface Controller or Network Interface Card
NIDS,en,computer_science,wikipedia,Network intrusion detection systems
NIM,en,computer_science,wikipedia,No Internal Message
NIO,en,computer_science,wikipedia,Non-blocking I/O
NIPS,en,computer_science,wikipedia,Network-based intrusion prevention system
NIST,en,computer_science,wikipedia,National Institute of Standards and Technology
NLE,en,computer_science,wikipedia,Non-Linear Editing system
NLP,en,computer_science,wikipedia,Natural Language Processing
NLS,en,computer_science,wikipedia,Native Language Support
NMI,en,computer_science,wikipedia,Non-Maskable Interrupt
NNRP,en,computer_science,wikipedia,Network News Reader Protocol
NNTP,en,computer_science,wikipedia,Network News Transfer Protocol
NOC,en,computer_science,wikipedia,Network Operations Center
NOOB,en,computer_science,wikipedia,Nibble out-of-band authentication
NOP,en,computer_science,wikipedia,No OPeration
NOS,en,computer_science,wikipedia,Network Operating System
NP,en,computer_science,wikipedia,Nondeterministic Polynomial time
NPL,en,computer_science,wikipedia,Netscape Public License
NPPD,en,computer_science,wikipedia,National Protection and Programs Directorate
NPTL,en,computer_science,wikipedia,Native POSIX Thread Library
NPU,en,computer_science,wikipedia,Network Processing Unit
NRZ,en,computer_science,wikipedia,Non-return-to-zero
NRZI,en,computer_science,wikipedia,Non-return to zero inverted
NSIS,en,computer_science,wikipedia,Nullsoft Scriptable Install System
NSN,en,computer_science,wikipedia,Network service name
NSS,en,computer_science,wikipedia,Network Security Services
NSS,en,computer_science,wikipedia,Novell Storage Service
NSS,en,computer_science,wikipedia,Name Service Switch
NT,en,computer_science,wikipedia,New Technology
NTFS,en,computer_science,wikipedia,New Technology File System
NTLM,en,computer_science,wikipedia,New Technology LAN Manager
NTP,en,computer_science,wikipedia,Network Time Protocol
NURBS,en,computer_science,wikipedia,Non-Uniform Rational B-Spline
NVD,en,computer_science,wikipedia,National Vulnerability Database
NVME,en,computer_science,wikipedia,NVM Express
NVR,en,computer_science,wikipedia,Network Video Recorder
NVRAM,en,computer_science,wikipedia,Non-Volatile Random-Access Memory
NVRAM,en,computer_science,wikipedia,Non-volatile RAM
OAS,en,computer_science,wikipedia,Oracle Advanced Security
OASIS,en,computer_science,wikipedia,Organization for the Advancement of Structured Information Standards
OAT,en,computer_science,wikipedia,Operational Acceptance Testing
OBSAI,en,computer_science,wikipedia,Open Base Station Architecture Initiative
OCR,en,computer_science,wikipedia,Optical Character Recognition
OCSP,en,computer_science,wikipedia,Online Certificate Status Protocol
OEM,en,computer_science,wikipedia,Original Equipment Manufacturer
OES,en,computer_science,wikipedia,Open Enterprise Server
OFDM,en,computer_science,wikipedia,Orthogonal frequency-division multiplexing
OFTC,en,computer_science,wikipedia,Open and Free Technology Community
